Title,Company,Job Type,Location,Link
Call Center Specialist - Fluent in English,VOIS Egypt -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Technical Support UK and Ireland,VOIS Egypt -,Full TimeRemote,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Site Project Engineer - Electrical Power Background,Egybell -,Full TimeOn-site,"Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egybell-Egypt-16101
Administrative Assistant- After sales services,Hi-M.Solutek   -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hi-M-Solutek-Egypt-124407
Payroll Executive,Slamtex  -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Slamtex-Egypt-21006
Sales Account Manager (Export),Slamtex  -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Slamtex-Egypt-21006
Etisalat UAE - English Call Center - B2B Account,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Showroom Manager,Module  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
International Call Center - Sales Consultant /Fluent English Speakers /Cairo Residents,Premium Ranks -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Premium-Ranks-Egypt-34795
Full Stack Developer,CodeCooks -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CodeCooks-Egypt-95797
Administrative Assistant,Creamcar -,Full TimeHybrid,"Jeddah, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PIX-Saudi Arabia-116344
Digital Marketer,Creamcar -,Full TimeHybrid,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PIX-Saudi Arabia-116344
Bilingual French speaker Customer support,Intouch CX  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
"Specialist, MBA/PGD Student Services",ESLSCA University -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Eslsca-Egypt-7498
Purchasing Specialist with previous Exp facility management companies,Genena Group -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Genena-Group-Egypt-71995
Receptionist,IFTC Middle East  -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IFTC Middle East-Egypt-99228
Medical Procurement Specialist,Mersal  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mersal-Egypt-45113
Office Boy,IFTC Middle East  -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IFTC Middle East-Egypt-99228
Branch Manager,Chubb life Insurance -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/---17903
Construction Manager - Civil,REDCON Construction Co. S.A.E -,Full TimeOn-site,"North Coast, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934
Customer Support Advisor,COB Solution  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COB Solution-Egypt-112388
Social Media Specialist & Content Creator,EITS Group -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EITS-Group-Egypt-88463
Media Buyer & Graphic Designer,EITS Group -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EITS-Group-Egypt-88463
Architecture Engineer -Technical Office,Sharm Dreams Group -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sharm Dreams Group-Egypt-86374
Sales Executives ( Tech Training Sector ),CLS Learning Solutions -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CLS-Learning-Solutions-Egypt-31930
Electrical Project Manager,UNI Power -,Full TimeHybrid,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/UNI-Power-Egypt-27137
IT Solutions Purchasing Executive,IT Cores -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IT-Cores-Egypt-34561
Talent Acquisition and Trainer,Intlaqaa -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intlaqaa-Egypt-124422
Call center Advisor |English| B1+/ B2|e&UAE,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Project Sales Engineer,Terra Egypt -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Terra-Egypt-Egypt-11373
Accountant,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OfifCJJQFynb-Accountant-Cairo-Egypt
Business Development Engineer,Terra Egypt -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Terra-Egypt-Egypt-11373
Customer Support Agent,Office heroz -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Office heroz-Egypt-125290
Accountant,Alsaber For Food Industries -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alsaber For Food Industries-Egypt-125598
IT Specialist,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4GQojbUYOasb-IT-Specialist-Cairo-Egypt
Sales And Marketing Manager,Expobook  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/idea art-Egypt-109836
Oracle Fusion Consultant,Stage systems -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Stage systems-Saudi Arabia-112361
Senior system Admin Engineer,Chemipharm  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Chemipharms-Egypt-15879
Sales Account Executive,Expobook  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/idea art-Egypt-109836
Junior Business Analyst,Confidential -,Full TimeHybrid,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/G93JTMFsHDQh-Junior-Business-Analyst-Giza-Egypt
Sales Executive,Expobook  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/idea art-Egypt-109836
Content Creator,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4NHJcaoNMSTn-Content-Creator-Cairo-Egypt
3 D Designer,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PIOn49AhDpIZ-3-D-Designer-Cairo-Egypt
Wordpress Developer,ECC Group -,Full TimePart TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801
Sales & Business Development Representative,CPS -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CPS-Egypt-125603
Personnel Specialist,El Shorbagy -,Full TimeOn-site,"Qalyub, Qalubia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Shorbagy-Egypt-33135
Back-end .NET Core Developer,Spark Systems -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Spark-Systems-Egypt-1607
Stock Control Specialist,Sea Port for Trading and Engineering -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sea-Port-for-Trading-and-Engineering-Egypt-15547
Interior Designer - FF&E,Sharm Dreams Group -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sharm Dreams Group-Egypt-86374
B2B Sales,Outservingplus -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652
Receptionist,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nhxVOoQ7oQ3A-Receptionist-Cairo-Egypt
Call Center Team leader,Extend for IT solutions -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115774
Telemarketer,51 Talk -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/51talk-com-Egypt-109762
Religious Supervisor - Hajj & Umrah,Air Arabia -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Air-Arabia-United-Arab-Emirates-24864
E Commerce Manager,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sohY1MftZAti-E-Commerce-Manager-Cairo-Egypt
Telesales Agent,51 Talk -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/51talk-com-Egypt-109762
Trade Marketing Specialist,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Telesales Agent,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tJnpT5r2pBgQ-Telesales-Agent-Cairo-Egypt
Graphic Designer,Tree -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tree-Egypt-99684
Travel Consultant,Airbusinessclass LLC -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Airbusinessclass LLC-United Kingdom-116353
Travel Expert - Ticket Search Specialist (Remote),Airbusinessclass LLC -,Full TimeRemote,"St. Petersburg, United States",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Airbusinessclass LLC-United Kingdom-116353
E-commerce Category Manager,Grand Plast  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Grand-Plast-Egypt-58354
LMS Administrator,Avanguard -,Full TimeRemote,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Avanguard-Egypt-123929
Broker ( NO EXPERIENCE NEEDED),The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Warehouse Officer,IRON MOUNTAIN -,Freelance / ProjectShift BasedOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Infofort-Egypt-10707
Tele-Sales Representative,Life Medical Consult -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Life-Medical-Consult-Egypt-60218
Secretary,Outservingplus -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652
Real Estate Senior Sales,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1Gc7L5AJQQr8-Real-Estate-Senior-Sales-Cairo-Egypt
Factory Manager,Country Stone -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Country-Stone-Egypt-122347
Sales Engineer,Target Engineering -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Target-Engineering-Egypt-23128
Import Shipping & Logistics Specialist,Target Engineering -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Target-Engineering-Egypt-23128
Mechanical Technical Office Engineer,El Mansour Development  -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Memar-El-Mansour-Egypt-36451
Electrical Site Engineer (Junior Level – Fresh Graduate),Capital Guard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Capital Guard-Egypt-93485
Medical Representative,Life Medical Consult -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Life-Medical-Consult-Egypt-60218
Administrative Assistant,CookDocs -,Part TimeRemote,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CookDocs-Egypt-125511
Software Quality Control Lead,Tafeel -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tafeel-Egypt-29001
BIM Engineer (Civil/Mechanical),Ayoun Masr Co For Tourism Development -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ayoun-Masr-Co-For-Tourism-Development-Egypt-95948
Human Resources Generalist,Egy Dairy -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/LINKORE-Egypt-114596
Supply Chain Manager,K Line Europe -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-92966
General Accountant,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uni2h5c6aoSr-General-Accountant-Cairo-Egypt
Customer Success Specialist,bluworks  -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/bluworks-Egypt-100842
Real Estate Agent,new point -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/new point-Egypt-125721
Technical Presales,LINK Development -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/A15-Egypt-15576
Marketing Specialist,Horeca Star -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Horeca-Star-Egypt-28307
Project Management Operations,K Line Europe -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-92966
Talent Acquisition and Operations Head - IT,"Systechcorp, Inc -",Full TimeOn-site,"Cairo, Egypt","https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Systechcorp, Inc-United States-125226"
IT Recruiter,"Systechcorp, Inc -",Full TimeOn-site,"Cairo, Egypt","https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Systechcorp, Inc-United States-125226"
Accountant - Male - Zaher,El-Dahan Company -,Full TimeOn-site,"Zaher, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Dahan-Company-Egypt-6945
Projects Sales Specialist (Exp in Finishing & Construction Projects),Alfa Coatings -,Full TimeOn-site,"Alsalihiyyah Aljadidah, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alfa-Coatings-Egypt-51654
Corporate Sales Executive,Nola Bakery -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nola-Bakery-Egypt-34486
Senior Corporate Account Manager,African Queen Travel  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/African-Queen-Travel-Egypt-84449
Executive Secretary and Project Coordinator,Fit for Life -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fit-for-Life-Egypt-48058
Senior Graphic Designer,MENA For Contracting & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MENA-For-Contracting---Trading-Egypt-13084
Digital Marketing Manager,MENA For Contracting & Trading -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MENA-For-Contracting---Trading-Egypt-13084
Electrical Maintenance Internship - Alexandria,Prometeon tyres group – Egypt -,InternshipOn-site,"Ameria, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pirelli-Egypt-4786
B2B Sales Manager Automotive (Fleet Sales),Nour Eldin Elsherif for Trading vehicles -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/nour-eldin-elsherif-for-trading-vehicles-Egypt-30889
UI/UX Web Designer,Nile Creations -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Creations-Egypt-18002
Textile Engineer - Quality,Tree -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tree-Egypt-99684
Executive Personal Assistant,Confidential -,Full TimeRemote,"London, United Kingdom",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VpRA78r0uIXb-Executive-Personal-Assistant-London-United-Kingdom
General Accountant,JRM for Communications -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/JRM-for-Communications-Egypt-920
Interior Designer,Tree -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tree-Egypt-99684
Medical Stapler - Products Specialist,Surgitech  -,Full TimeHybrid,"Ismailia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/surgitech-Egypt-6193
Sales Representative,Junior-Tex -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Sales Executive,Junior-Tex -,Full TimeOn-site,"Beni Suef, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Senior Business Development Specialist,Statements Consulting -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Statements-for-Consulting-Egypt-8643
Technical Sales Engineer,Unitech -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Unitech-Egypt-9234
Senior Digital Marketing Specialist,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bqB3Sb3IlR02-Senior-Digital-Marketing-Specialist-Cairo-Egypt
Senior Export Specialist,Alfa Coatings -,Part TimeOn-site,"Alsalihiyyah Aljadidah, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alfa-Coatings-Egypt-51654
Senior Mechanical Procurement Engineer,New Plan  -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
Electrical Engineer Teamleader,Egyptian Contracting Centre -,Full TimeOn-site,"Agouza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Contracting-Centre-Egypt-27665
Senior / Subcontracts Procurement Engineer,DME Holding -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HR-Section-Head-Egypt-37520
GDS Travel Expert - Ticket Search Specialist (Remote),Airbusinessclass LLC -,Full TimeRemote,"St. Petersburg, United States",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Airbusinessclass LLC-United Kingdom-116353
GDS Specialist (Remote),Airbusinessclass LLC -,Full TimeRemote,"St. Petersburg, United States",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Airbusinessclass LLC-United Kingdom-116353
Senior Talent Acquisition Specialist,Talaat Moustafa Group -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106
Insurance Executive,Arma Non Food -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arma-Food-Industries-Egypt-17402
Key Account Manager - Modern Trade (OR),RUSHBRUSH INC -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/RUSHBRUSH-INC-Egypt-28872
Senior Marketing Specialist,Nola Bakery -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nola-Bakery-Egypt-34486
Sales Account Manager,Trust Information Technology -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Trust Information Technology-Egypt-125726
Sales Specialistl,Confidential -,Part TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/A3397IJVEdRI-Sales-Specialistl-Riyadh-Saudi-Arabia
Individual Sales Advisor (Motor),Wisely Insure -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wisely-Insure-Egypt-31035
Odoo Developer,Aldabboos Group     -,Full TimePart TimeHybrid,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Aldabboos Group-Egypt-100921
Human Resources Generalist,Aldabboos Group     -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Aldabboos Group-Egypt-100921
Junior Production Engineer,Chema Foam -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Chema-Foam-Egypt-29477
Customer Support Advisor,Confidential -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/85U6Phc2UNRH-Customer-Support-Advisor-Cairo-Egypt
Marketing Manager,Tree -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tree-Egypt-99684
Head of Personnel Affairs,Men's Club -,Full TimeOn-site,"Shubra, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Men--039-s-Club-Egypt-39512
